Object,Maneuver,New Position
FENGYUN 1C DEB,[-0.06024819 -0.06809282  0.0416356 ],"[0.20498262845158222, -0.9095084304230621, -0.20542873858186084]"
FENGYUN 1C DEB,[-0.02131818 -0.09034428  0.03719471],"[0.18366444838885718, -0.9998527107014843, -0.1682340317032321]"
FENGYUN 1C DEB,[-0.0789159  -0.05802403 -0.02013687],"[0.10474855073031993, -1.0578767371629618, -0.18837089963111547]"
FENGYUN 1C DEB,[ 0.02962475 -0.09051918  0.03047379],"[0.134373305720686, -1.148395918300186, -0.15789711191105696]"
FENGYUN 1C DEB,[-0.01134281 -0.06977173 -0.07073363],"[0.12303049978355178, -1.2181676444387903, -0.22863074595535085]"
FENGYUN 1C DEB,[-0.06709787 -0.06690715 -0.03195794],"[0.055932632064199087, -1.2850747896813133, -0.260588688051365]"
FENGYUN 1C DEB,[-0.01568436 -0.05656524 -0.08095909],"[0.040248273001837385, -1.34164003327393, -0.34154777709089684]"
FENGYUN 1C DEB,[-0.02257645 -0.09725906  0.00556584],"[0.017671822269777766, -1.4388990963109518, -0.33598194116953517]"
FENGYUN 1C DEB,[-0.01172448  0.0993016   0.00131464],"[0.28496237455999573, 0.43176329141027947, -0.48436934765980083]"
FENGYUN 1C DEB,[-0.01250577  0.09921281  0.00065086],"[0.27245660419236467, 0.5309761035252185, -0.4837184868775383]"
FENGYUN 1C DEB,[ 0.03578669  0.07025647 -0.06150887],"[0.30824329079275126, 0.601232577615871, -0.5452273554292779]"
FENGYUN 1C DEB,[ 0.07541584  0.06535253 -0.00644196],"[0.38365912731405166, 0.6665851041573012, -0.5516693175872046]"
FENGYUN 1C DEB,[ 0.04089673  0.07221793 -0.05578555],"[0.4245558619195439, 0.7388030361935266, -0.6074548658144925]"
FENGYUN 1C DEB,[ 0.0426553   0.0828692  -0.03623839],"[0.4672111598894546, 0.8216722363893614, -0.6436932600118185]"
FENGYUN 1C DEB,[-0.03857691  0.07862242 -0.04827356],"[0.42863424723626087, 0.9002946569563373, -0.6919668220757208]"
FENGYUN 1C DEB,[-0.05115857  0.05090084 -0.06922359],"[0.3774756769902746, 0.9511954965559903, -0.7611904106740944]"
FENGYUN 1C DEB,[ 0.02496702  0.00581621 -0.09665826],"[0.40244269482435663, 0.9570117087748853, -0.8578486731036323]"
FENGYUN 1C DEB,[ 0.0178632  -0.00254931 -0.09835856],"[0.42030589711937844, 0.9544624033418218, -0.9562072367652479]"
FENGYUN 1C DEB,[ 0.01355242  0.05552292 -0.08205813],"[0.4338583162599177, 1.0099853214692798, -1.0382653716334662]"
FENGYUN 1C DEB,[-0.04410898  0.08793444 -0.01794245],"[0.3181191209398946, -0.13471161430169187, -0.5109754060287108]"
FENGYUN 1C DEB,[-0.04809746  0.08491426 -0.02182207],"[0.27002165705920045, -0.04979735676408356, -0.5327974782282535]"
FENGYUN 1C DEB,[ 0.04604209 -0.00892903 -0.08831986],"[0.31606375177066937, -0.058726383733029935, -0.6211173400486162]"
FENGYUN 1C DEB,[-0.06320394  0.04031293 -0.06618255],"[0.25285981278372605, -0.018413453904403285, -0.6872998889959555]"
FENGYUN 1C DEB,[ 0.09555707 -0.00018752 -0.02947561],"[0.3484168809488669, -0.018600972157415883, -0.71677549858401]"
FENGYUN 1C DEB,[ 0.08146215  0.03972396 -0.04226021],"[0.4298790300957565, 0.021122989853435647, -0.7590357056177]"
FENGYUN 1C DEB,[-0.06823756  0.03011648 -0.06660806],"[0.36164147220445775, 0.05123947307155312, -0.8256437616740397]"
FENGYUN 1C DEB,[ 0.04102001  0.00597306 -0.09100374],"[0.4026614837429746, 0.057212534098381854, -0.9166475044286635]"
FENGYUN 1C DEB,[ 0.04543157 -0.00923028 -0.0886046 ],"[0.4480930510596121, 0.04798225482359015, -1.0052521015761207]"
FENGYUN 1C DEB,[-0.02937357 -0.04908575 -0.08202306],"[0.41871947771281154, -0.0011034983405860052, -1.087275159463191]"
FENGYUN 1C DEB,[ 0.04593855  0.00747611 -0.08850852],"[0.4646580259494758, 0.00637261363601363, -1.1757836762037908]"
FENGYUN 1C DEB,[-0.02973344  0.00350135 -0.09541312],"[0.43492459093912367, 0.009873964037272833, -1.2711967957830854]"
FENGYUN 1C DEB,[ 0.0182341   0.0434876  -0.08818359],"[0.4531586862530457, 0.053361564000734926, -1.3593803907285213]"
FENGYUN 1C DEB,[ 0.04296746 -0.08871234  0.01684988],"[0.5681850047254271, -0.6362895914347488, -0.4098829762421415]"
FENGYUN 1C DEB,[ 0.06030432 -0.06810341 -0.04153692],"[0.6284893206864842, -0.7043929973800426, -0.45141989446099245]"
FENGYUN 1C DEB,[-0.048999   -0.04115345 -0.0768472 ],"[0.5794903218661328, -0.7455464472779904, -0.5282670913916567]"
FENGYUN 1C DEB,[ 0.08335067 -0.05463213 -0.00824601],"[0.6628409882093276, -0.8001785781849379, -0.5365131021066367]"
FENGYUN 1C DEB,[ 0.00163263 -0.0284584  -0.09585121],"[0.664473615424854, -0.8286369750470948, -0.6323643106353303]"
FENGYUN 1C DEB,[-0.03373255 -0.08201444 -0.04621414],"[0.6307410621093485, -0.9106514115462621, -0.6785784540606999]"
FENGYUN 1C DEB,[-0.03134002 -0.05909282 -0.07433601],"[0.5994010465381793, -0.9697442301401935, -0.7529144629300466]"
FENGYUN 1C DEB,[ 0.02898216 -0.00410811 -0.09561986],"[0.6283832113159874, -0.9738523441003873, -0.8485343223970111]"
FENGYUN 1C DEB,[ 0.04646151 -0.06832739 -0.05632669],"[0.6748447258004848, -1.0421797300183, -0.9048610123888032]"
FENGYUN 1C DEB,[ 0.05747486 -0.03526795 -0.07384316],"[0.42478906669506467, -0.2568316332807771, -0.562498499433674]"
FENGYUN 1C DEB,[-0.06344932  0.02431718 -0.07336797],"[0.36133974958795234, -0.23251445607755905, -0.6358664696353117]"
FENGYUN 1C DEB,[ 0.09457445 -0.02657034 -0.01870003],"[0.45591419578991316, -0.25908479888155767, -0.6545664966104373]"
FENGYUN 1C DEB,[ 0.09508179  0.00078092 -0.03096519],"[0.5509959873628106, -0.25830387993300735, -0.6855316879853323]"
FENGYUN 1C DEB,[-0.06699503 -0.01099249 -0.07342228],"[0.4840009584339644, -0.26929637044576077, -0.7589539683309473]"
FENGYUN 1C DEB,[ 0.05270498 -0.02962119 -0.07965407],"[0.5367059361605134, -0.29891756464219504, -0.8386080339975603]"
FENGYUN 1C DEB,[ 0.0551639  -0.05322107 -0.06422197],"[0.5918698383664742, -0.35213863765494335, -0.9028300028305298]"
FENGYUN 1C DEB,[-0.03370294  0.00402243 -0.09406345],"[0.5581668960470996, -0.3481162054335264, -0.9968934480047367]"
FENGYUN 1C DEB,[-0.01114419 -0.07791545 -0.0616846 ],"[0.5470227053567454, -0.42603165417701494, -1.058578047873406]"
FENGYUN 1C DEB,[-0.01902138 -0.055354   -0.08108096],"[0.5280013266681922, -0.48138565540852335, -1.1396590055666203]"
FENGYUN 1C DEB,[ 0.03445038 -0.00737389 -0.09358845],"[0.5624517070405227, -0.4887595428806889, -1.233247450770874]"
FENGYUN 1C DEB,[-0.01386409 -0.0328417  -0.09343024],"[0.548587614252473, -0.5216012410643948, -1.3266776910123221]"
FENGYUN 1C DEB,[-0.0247585  -0.06793365 -0.06907993],"[-0.021754732260597924, -0.06594774190161266, -0.08967257409958265]"
FENGYUN 1C DEB,[ 0.06942883 -0.00883774  0.07142501],"[0.04767409567649169, -0.0747854818453109, -0.018247563046243892]"
FENGYUN 1C DEB,[0.0391414  0.03655558 0.08444904],"[0.08681549137424664, -0.03822990292840393, 0.06620147953495745]"
FENGYUN 1C DEB,[-0.02338035  0.07151517 -0.06587063],"[0.06343514191206719, 0.03328526476995455, 0.00033084838493710467]"
FENGYUN 1C DEB,[-0.06579342  0.06422513 -0.03932376],"[-0.0023582811683261623, 0.09751039588089211, -0.03899291050389811]"
FENGYUN 1C DEB,[-0.00833975  0.09961463 -0.00271541],"[-0.010698027543208297, 0.19712502928714462, -0.041708318712724624]"
FENGYUN 1C DEB,[-0.01874532  0.06401885 -0.07449966],"[-0.029443342918946527, 0.2611438823165152, -0.11620798051241309]"
FENGYUN 1C DEB,[0.08915362 0.01744849 0.0417993 ],"[0.05971027924920183, 0.2785923717294768, -0.07440867583512431]"
FENGYUN 1C DEB,[-0.0145523   0.05184857  0.08426124],"[0.045157976807604056, 0.33044094317529255, 0.009852561591562045]"
FENGYUN 1C DEB,[ 0.0167341   0.09639199 -0.02070156],"[0.06189207777537156, 0.4268329299866724, -0.01084900219853209]"
FENGYUN 1C DEB,[-0.08451594  0.00177685  0.05342189],"[-0.022623862223260238, 0.428609784315261, 0.04257289101803826]"
FENGYUN 1C DEB,[-0.0002316   0.08715006  0.04903889],"[-0.022855458023269354, 0.515759848576614, 0.09161178030631081]"
FENGYUN 1C DEB,[-0.09540205 -0.00018056  0.02997361],"[-0.11825750412080191, 0.5155792913809447, 0.12158538535314102]"
FENGYUN 1C DEB,[ 0.0114909  -0.09556145 -0.02712875],"[-0.10676660405058808, 0.42001784311402673, 0.09445664006874722]"
FENGYUN 1C DEB,[-0.02401509  0.09477046  0.02101987],"[-0.13078169250911442, 0.5147883060549171, 0.11547650877191681]"
FENGYUN 1C DEB,[ 0.06141991  0.03129308 -0.07244541],"[-0.06936177980300506, 0.5460813898119976, 0.04303110013792366]"
FENGYUN 1C DEB,[-0.02183474  0.08702667  0.04415431],"[-0.0911965212354584, 0.6331080577350603, 0.08718541064988707]"
FENGYUN 1C DEB,[-0.03155158  0.08733098 -0.0371187 ],"[-0.12274809851996198, 0.7204390399000713, 0.05006671556298322]"
FENGYUN 1C DEB,[ 0.00453787  0.08907331 -0.04522558],"[-0.11821022905210093, 0.8095123511268438, 0.0048411368735826535]"
FENGYUN 1C DEB,[-0.01359587  0.09858825 -0.00977286],"[-0.13180610150841046, 0.9081006034488149, -0.004931721267776164]"
FENGYUN 1C DEB,[-0.08183207  0.0041916  -0.05732314],"[-0.21363817369847443, 0.9122922049669, -0.06225486177659466]"
FENGYUN 1C DEB,[-0.02337892  0.09704382 -0.00599359],"[-0.2370170957111759, 1.0093360240844549, -0.06824845640780768]"
FENGYUN 1C DEB,[-0.03531494  0.09355429  0.0006713 ],"[-0.27233203643778303, 1.1028903095149432, -0.06757715985117362]"
FENGYUN 1C DEB,[-0.0150283   0.09792482  0.01359708],"[-0.28736033409232026, 1.2008151257152992, -0.05398007774753423]"
FENGYUN 1C DEB,[-0.00364433  0.0719799  -0.06932253],"[-0.29100466446789885, 1.2727950240104509, -0.12330260725658528]"
FENGYUN 1C DEB,[-0.08670054  0.04708577 -0.01630787],"[-0.37770520459082885, 1.3198807923569562, -0.13961048147769223]"
FENGYUN 1C DEB,[0.02397964 0.06718603 0.07007863],"[0.20882818839912093, 0.5681270652614542, 0.55686021721565]"
FENGYUN 1C DEB,[0.01482947 0.09616901 0.02305664],"[0.22365766269191245, 0.6642960736258278, 0.5799168544902501]"
FENGYUN 1C DEB,[0.02729207 0.0773656  0.05718135],"[0.2509497311270976, 0.7416616723626185, 0.6370982075052589]"
FENGYUN 1C DEB,[ 0.06877556 -0.035154    0.06351471],"[0.3197252946922369, 0.706507667455111, 0.7006129128518196]"
FENGYUN 1C DEB,[0.00972224 0.0964179  0.02467929],"[0.3294475378320148, 0.802925562695156, 0.725292205098777]"
FENGYUN 1C DEB,[0.05179059 0.07682169 0.03763193],"[0.3812381315396581, 0.8797472547193899, 0.7629241335365224]"
FENGYUN 1C DEB,[-0.05205042  0.06923674  0.04997027],"[0.32918771137716324, 0.948983994487409, 0.8128944009682998]"
FENGYUN 1C DEB,[0.02942138 0.00821636 0.09522013],"[0.35860909522008866, 0.9572003506464386, 0.9081145336306482]"
FENGYUN 1C DEB,[-0.04648298  0.04385545  0.07691574],"[0.31212611058607226, 1.0010558040359587, 0.9850302755013045]"
FENGYUN 1C DEB,[0.06818071 0.0480274  0.05517934],"[0.3803068234319732, 1.0490832000445056, 1.0402096160959784]"
FENGYUN 1C DEB,[ 0.08237261  0.00636311 -0.05634061],"[1.0129478725010497, -0.44431288524371254, -0.03398637365070673]"
FENGYUN 1C DEB,[ 0.06792216  0.01725715 -0.07133562],"[1.080870034037731, -0.427055733752521, -0.10532199374750703]"
FENGYUN 1C DEB,[ 0.04794477 -0.07040167  0.05239183],"[1.1288148060206062, -0.4974574043676085, -0.05293016600581785]"
FENGYUN 1C DEB,[ 0.08931338 -0.04336888 -0.01192734],"[1.2181281811729474, -0.5408262810808686, -0.06485751070307645]"
FENGYUN 1C DEB,[0.08974264 0.04397951 0.00347305],"[1.3078708162115928, -0.49684676981570836, -0.0613844651810378]"
FENGYUN 1C DEB,[ 0.06698686 -0.06101057 -0.04231396],"[1.3748576720734054, -0.557857342525145, -0.10369842457288966]"
FENGYUN 1C DEB,[ 0.06858531 -0.05055272 -0.05234956],"[1.4434429852078718, -0.6084100667281325, -0.1560479890209714]"
FENGYUN 1C DEB,[ 0.06863764 -0.05021002 -0.05261015],"[1.5120806301314536, -0.658620084332598, -0.2086581385313422]"
FENGYUN 1C DEB,[ 0.0649379  -0.06326683 -0.04219452],"[1.5770185300090533, -0.7218869131297203, -0.25085265871397305]"
FENGYUN 1C DEB,[ 0.06819841 -0.05209335 -0.05133478],"[1.6452169420590612, -0.7739802648912892, -0.3021874353873238]"
FENGYUN 1C DEB,[ 0.08948677 -0.04171046 -0.01588571],"[1.7347037115504462, -0.8156907211346139, -0.31807314991231234]"
FENGYUN 1C DEB,[ 0.08918071 -0.03600187 -0.02739831],"[1.8238844177108113, -0.8516925868991706, -0.3454714584405675]"
FENGYUN 1C DEB,[-0.07094469  0.07000563 -0.00812787],"[-0.47627314253938585, 0.05288378490697761, -0.4924024785434503]"
FENGYUN 1C DEB,[-0.07241102  0.00802799 -0.06849961],"[-0.5486841590383378, 0.06091177975473076, -0.560902084296425]"
FENGYUN 1C DEB,[ 0.07975174 -0.02871137 -0.05305956],"[-0.46893241949582326, 0.0322004090664265, -0.6139616473660706]"
FENGYUN 1C DEB,[-0.08918894 -0.01329224 -0.04322787],"[-0.5581213616243237, 0.018908171730681794, -0.6571895206495115]"
FENGYUN 1C DEB,[-0.05924376  0.00298297 -0.08050639],"[-0.617365123491336, 0.021891144779031698, -0.7376959089155215]"
FENGYUN 1C DEB,[-0.07616755  0.01208854 -0.06365824],"[-0.6935326755079976, 0.03397968713217922, -0.8013541461167298]"
FENGYUN 1C DEB,[-0.08092939  0.00634974 -0.05839619],"[-0.7744620637548527, 0.04032942379412789, -0.8597503357382599]"
FENGYUN 1C DEB,[ 0.02193207  0.03825428 -0.08975296],"[-0.7525299908365376, 0.07858370232981693, -0.9495032986487936]"
FENGYUN 1C DEB,[-0.06826891  0.02643894 -0.06812003],"[-0.8207988962929211, 0.10502264154571476, -1.0176233327131232]"
FENGYUN 1C DEB,[-0.07178103 -0.00443479 -0.06948249],"[-0.8925799273137263, 0.10058785310876482, -1.0871058214215]"
FENGYUN 1C DEB,[ 0.00174451 -0.0045446  -0.09988145],"[-0.8908354150848881, 0.09604325687361948, -1.1869872677573583]"
FENGYUN 1C DEB,[-0.03089817 -0.05061135 -0.08052201],"[-0.18593284336032811, -0.3147139505302619, -0.5361214043448599]"
FENGYUN 1C DEB,[-0.02900602 -0.0153214  -0.09446643],"[-0.21493885958076553, -0.3300353555018621, -0.6305878299823103]"
FENGYUN 1C DEB,[ 0.0720464  -0.06410292 -0.02646001],"[-0.14289245957787888, -0.3941382717754136, -0.6570478445675312]"
FENGYUN 1C DEB,[-0.03793526 -0.07837279 -0.04917949],"[-0.1808277167408019, -0.47251106248431024, -0.7062273315563397]"
FENGYUN 1C DEB,[-0.01796553 -0.04987414 -0.08479275],"[-0.19879324557252703, -0.5223851996096737, -0.7910200801837836]"
FENGYUN 1C DEB,[-0.02420274 -0.061314   -0.07519854],"[-0.22299598870714712, -0.5836992033035056, -0.8662186185724542]"
FENGYUN 1C DEB,[-0.06908126 -0.02334564 -0.0684307 ],"[-0.2920772476682764, -0.6070448482331721, -0.9346493172621748]"
FENGYUN 1C DEB,[-0.03770487 -0.05978045 -0.07074349],"[-0.3297821137117861, -0.6668252963179648, -1.0053928053258998]"
FENGYUN 1C DEB,[-0.01198543 -0.06840656 -0.07195062],"[-0.3417675470650181, -0.7352318563155122, -1.0773434268425843]"
FENGYUN 1C DEB,[-0.0939183   0.007587    0.03349313],"[0.14520002824151373, -0.49650262179996324, 0.5287850383446997]"
FENGYUN 1C DEB,[ 0.01822331 -0.06485649  0.07390228],"[0.16342333822574612, -0.5613591141047587, 0.6026873142172098]"
FENGYUN 1C DEB,[ 0.01479036 -0.08625132  0.04839375],"[0.17821370079209964, -0.6476104333632158, 0.6510810648605679]"
FENGYUN 1C DEB,[ 0.0218916  -0.07290867  0.06484662],"[0.20010530158040116, -0.720519104464607, 0.7159276799854517]"
FENGYUN 1C DEB,[-0.0231481   0.02553816  0.09387208],"[0.17695720379208926, -0.6949809486746803, 0.8097997640553827]"
FENGYUN 1C DEB,[0.00142256 0.03489728 0.09370249],"[0.17837975997716324, -0.6600836654318747, 0.9035022504480698]"
FENGYUN 1C DEB,[-0.00747803 -0.06843155  0.07253414],"[0.17090173309198112, -0.7285152201544332, 0.9760363902179601]"
FENGYUN 1C DEB,[-0.05680898 -0.06597101  0.04919925],"[0.11409275122600912, -0.7944862262491313, 1.0252356375110332]"
FENGYUN 1C DEB,[-0.04540624 -0.00511921  0.0889498 ],"[0.06868651535621292, -0.7996054401109335, 1.1141854401728355]"
FENGYUN 1C DEB,[-0.00954178 -0.06403046  0.07621716],"[0.059144734528717824, -0.8636358983269897, 1.1904025959796611]"
FENGYUN 1C DEB,[-0.03060194 -0.01837889  0.09341166],"[0.028542797851372013, -0.8820147848632036, 1.2838142547877816]"
FENGYUN 1C DEB,[-0.02899963 -0.0676881   0.06765606],"[-0.00045683362737785824, -0.9497028844589868, 1.3514703154712713]"
FENGYUN 1C DEB,[-0.03618041 -0.04449571  0.08192136],"[0.6115680441424031, -0.5815957151900468, 0.4314876623429879]"
FENGYUN 1C DEB,[ 0.06303628 -0.06046707  0.0486843 ],"[0.6746043274110013, -0.6420627836793344, 0.4801719577573497]"
FENGYUN 1C DEB,[ 0.07657183 -0.0629621   0.01313504],"[0.7511761547053505, -0.7050248823183333, 0.493307002476624]"
FENGYUN 1C DEB,[-0.02493393 -0.05044749  0.08266408],"[0.7262422283870339, -0.755472368291747, 0.5759710846242834]"
FENGYUN 1C DEB,[0.04230838 0.02416322 0.08732777],"[0.7685506069289011, -0.7313091454280222, 0.6632988566443918]"
FENGYUN 1C DEB,[-0.02366596 -0.07247596  0.06470824],"[0.7448846452528444, -0.8037851090043664, 0.7280071015721276]"
FENGYUN 1C DEB,[-0.01962606 -0.07730975  0.06031601],"[0.7252585823113206, -0.8810948569168842, 0.7883231071686382]"
FENGYUN 1C DEB,[-0.01935817 -0.07754485  0.0601004 ],"[0.7059004133012425, -0.9586397034942327, 0.8484235070164988]"
FENGYUN 1C DEB,[-0.01965292 -0.07737865  0.06021882],"[0.6862474981275691, -1.0360183573758883, 0.9086423317197372]"
FENGYUN 1C DEB,[ 0.06498494 -0.02024377  0.07326082],"[0.7512324402807342, -1.0562621227180364, 0.9819031483826834]"
FENGYUN 1C DEB,[ 0.03536716 -0.03876783  0.08512473],"[0.7865995995281245, -1.0950299562298944, 1.0670278752930624]"
FENGYUN 1C DEB,[ 0.05807626 -0.0435328   0.06878985],"[0.844675858855144, -1.1385627522105106, 1.135817727572965]"
FENGYUN 1C DEB,[ 0.09473843 -0.02026981 -0.02477429],"[1.0189788524919792, -0.21733204598114103, -0.3012538680886376]"
FENGYUN 1C DEB,[ 0.09383263 -0.03439218  0.00355183],"[1.1128114825415494, -0.2517242257960786, -0.29770203679231866]"
FENGYUN 1C DEB,[ 0.05566466  0.0373314  -0.07421464],"[1.168476138846359, -0.214392826096075, -0.3719166757451964]"
FENGYUN 1C DEB,[ 0.06233247 -0.07815045  0.00267773],"[1.2308086042512651, -0.2925432803111993, -0.3692389411586625]"
FENGYUN 1C DEB,[ 0.04554146 -0.01963498 -0.08683572],"[1.276350068159649, -0.31217825957169604, -0.4560746633847213]"
FENGYUN 1C DEB,[ 0.04637385 -0.01303655 -0.08763284],"[1.3227239212064563, -0.32521481171849, -0.5437075000483661]"
FENGYUN 1C DEB,[ 0.0464583  -0.01288041 -0.0876112 ],"[1.3691822191678555, -0.3380952254875969, -0.6313186950617116]"
FENGYUN 1C DEB,[ 0.04484863 -0.02362729 -0.08619949],"[1.4140308469931544, -0.3617225137209302, -0.7175181836502572]"
FENGYUN 1C DEB,[ 0.04655287 -0.02595065 -0.0846132 ],"[1.4605837168174938, -0.3876731630624016, -0.8021313865790798]"
FENGYUN 1C DEB,[ 0.08399474 -0.03992769 -0.03675138],"[1.54457845337174, -0.4276008531678297, -0.8388827647032766]"
FENGYUN 1C DEB,[-0.01961536  0.03614484 -0.09115256],"[-0.013762496156243472, 0.03557674293213001, -0.12747193191182452]"
FENGYUN 1C DEB,[ 0.09084604 -0.01137757  0.04021876],"[0.0770835392713853, 0.0241991717183885, -0.08725317111094626]"
FENGYUN 1C DEB,[-0.01040215 -0.03501727  0.09308913],"[0.06668138704148706, -0.010818103244204152, 0.005835956520481286]"
FENGYUN 1C DEB,[ 0.07227627 -0.00208056 -0.0690783 ],"[0.13895766060118936, -0.012898658814308852, -0.06324234375422715]"
FENGYUN 1C DEB,[-0.08967787  0.04400158 -0.00466275],"[0.049279793659190496, 0.031102919960296377, -0.06790509466708561]"
FENGYUN 1C DEB,[-0.07757354 -0.04808326  0.04086986],"[-0.028293747636506023, -0.016980344143382925, -0.027035235308620814]"
FENGYUN 1C DEB,[-0.00318594  0.02535756  0.09667908],"[-0.03147969015545786, 0.00837721919995987, 0.0696438407707165]"
FENGYUN 1C DEB,[-0.09553471  0.02200913 -0.01971592],"[-0.12701439812688115, 0.030386351073191695, 0.049927916064997996]"
FENGYUN 1C DEB,[ 0.00467769 -0.09770656 -0.02077369],"[-0.12233670413565861, -0.06732021363581277, 0.029154221360165]"
FENGYUN 1C DEB,[-0.0853015  -0.00501435  0.05194719],"[-0.20763820339427402, -0.07233456055409515, 0.08110141136323971]"
FENGYUN 1C DEB,[-0.04099611  0.0872342  -0.02663668],"[-0.24863431405398573, 0.014899643623314224, 0.054464734913075616]"
FENGYUN 1C DEB,[-0.09761644  0.00584843  0.02090038],"[-0.34625075686439843, 0.020748069172737593, 0.07536511796301706]"
FENGYUN 1C DEB,[ 0.03696143 -0.0360639  -0.08563438],"[-0.3092893237502057, -0.015315829462779453, -0.010269265770108532]"
FENGYUN 1C DEB,[-0.07090897  0.05131524  0.04835974],"[-0.38019829658846493, 0.035999406759502556, 0.03809047060711352]"
FENGYUN 1C DEB,[-0.08411623  0.01152419  0.0528361 ],"[-0.4643145225438016, 0.04752359911878921, 0.09092657115869573]"
FENGYUN 1C DEB,[-0.08278544  0.03457734 -0.04416989],"[-0.5470999584224934, 0.0821009403497637, 0.04675668232284099]"
FENGYUN 1C DEB,[-0.07684125 -0.00038998 -0.06399429],"[-0.623941211983616, 0.08171095784367938, -0.017237611679048102]"
FENGYUN 1C DEB,[-0.09750292  0.01505325 -0.0163273 ],"[-0.7214441299766641, 0.09676420651823783, -0.033564910512071486]"
FENGYUN 1C DEB,[-0.09898528  0.01369459 -0.00379114],"[-0.8204294084927202, 0.11045880064319862, -0.03735604871205752]"
FENGYUN 1C DEB,[-0.09450682  0.01827237 -0.02710316],"[-0.9149362298535911, 0.12873116971484524, -0.0644592080255758]"
FENGYUN 1C DEB,[-0.09860246 -0.01663399  0.00092995],"[-1.013538692199378, 0.11209717982684017, -0.06352926192315471]"
FENGYUN 1C DEB,[-0.02439265  0.08060339  0.05392672],"[-1.0379313446406628, 0.19270057244798258, -0.009602537520121905]"
FENGYUN 1C DEB,[-0.08361432  0.03275515  0.04399711],"[-1.1215456639829957, 0.22545572718467044, 0.03439456964721364]"
FENGYUN 1C DEB,[-0.07164483  0.02778395  0.06399274],"[-1.1931904935965933, 0.2532396742200361, 0.09838730889765171]"
FENGYUN 1C DEB,[-0.00119835 -0.03680317  0.0929736 ],"[0.09442726380050036, -0.20279379596551433, 0.47382820567399736]"
FENGYUN 1C DEB,[ 0.02402723 -0.04317963  0.08693798],"[0.11845449259631112, -0.24597342627824115, 0.5607661824301309]"
FENGYUN 1C DEB,[-0.07950857  0.01449682  0.05889168],"[0.03894592664310342, -0.23147660909989826, 0.6196578646251754]"
FENGYUN 1C DEB,[ 0.00687804 -0.01812809  0.09810232],"[0.0458239642109072, -0.24960469567182791, 0.7177601840496237]"
FENGYUN 1C DEB,[-0.08802669 -0.00456528  0.04722775],"[-0.042202724826984755, -0.2541699742272407, 0.7649879327651592]"
FENGYUN 1C DEB,[-0.02683792  0.07867085  0.05559337],"[-0.0690406431600797, -0.1754991214652613, 0.8205813052590913]"
FENGYUN 1C DEB,[-0.00817214 -0.02087864  0.09745408],"[-0.0772127848253633, -0.19637775800444773, 0.9180353900214403]"
FENGYUN 1C DEB,[ 0.0706392  -0.06285003  0.03255729],"[-0.006573582453241578, -0.2592277880634568, 0.9505926750712119]"
FENGYUN 1C DEB,[-0.04243187 -0.00351894  0.09048289],"[-0.04900545409074869, -0.2627467274639865, 1.0410755648064183]"
FENGYUN 1C DEB,[ 0.01396775 -0.04563352  0.08787766],"[-0.035037701989863675, -0.30838025098287614, 1.1289532265441953]"
FENGYUN 1C DEB,[-0.00140524 -0.02714513  0.09623496],"[-0.036442942543286644, -0.33552538285947947, 1.2251881844045738]"
FENGYUN 1C DEB,[-0.02339442 -0.01194002  0.09648905],"[-0.05983735964001699, -0.3474654058398572, 1.3216772361147666]"
FENGYUN 1C DEB,[-0.03564059  0.03818364  0.0852746 ],"[-0.09547795209334045, -0.30928176747392505, 1.4069518391963163]"
FENGYUN 1C DEB,[-0.04718514  0.00403228  0.08807555],"[-0.1426630937554475, -0.30524948372321214, 1.4950273925245845]"
FENGYUN 1C DEB,[-0.09917779  0.00084473 -0.01276917],"[-0.8253070183179312, 0.12563838854973278, -0.45561542420246587]"
FENGYUN 1C DEB,[-0.08255896  0.01364515 -0.05475243],"[-0.9078659742822333, 0.1392835402806537, -0.5103678545076549]"
FENGYUN 1C DEB,[-0.09322988  0.02229287 -0.02848187],"[-1.001095857991064, 0.16157640567812734, -0.5388497248115522]"
FENGYUN 1C DEB,[-0.0183309   0.08025648 -0.05677037],"[-1.0194267547968525, 0.24183288889472657, -0.5956200966968875]"
FENGYUN 1C DEB,[-0.0891549   0.04132833 -0.01853034],"[-1.1085816510843562, 0.2831612192231793, -0.6141504388477159]"
FENGYUN 1C DEB,[-0.09658103  0.01476701 -0.02130819],"[-1.205162686016121, 0.29792823049457823, -0.6354586313947057]"
FENGYUN 1C DEB,[-0.05066161  0.02649338 -0.08204573],"[-1.2558242985088275, 0.3244216128961159, -0.7175043607690293]"
FENGYUN 1C DEB,[ 0.02617463  0.02786868 -0.09240252],"[0.13103801965835757, 0.14558451494931404, -0.42825824852953454]"
FENGYUN 1C DEB,[-0.08926255 -0.04470589 -0.00579492],"[0.04177547231648296, 0.10087862495823813, -0.4340531637269652]"
FENGYUN 1C DEB,[ 0.02351108  0.06471351 -0.07252165],"[0.06528655335347576, 0.16559213802760814, -0.5065748176979856]"
FENGYUN 1C DEB,[-0.08386081 -0.03942338 -0.03759205],"[-0.018574253320375045, 0.12616876164889818, -0.5441668713651318]"
FENGYUN 1C DEB,[-0.09731644  0.02013871 -0.01113296],"[-0.11589069419561063, 0.14630746858181068, -0.5552998322672027]"
FENGYUN 1C DEB,[-0.01968545  0.02492098 -0.09482314],"[-0.13557614785974717, 0.17122844918868882, -0.6501229710025807]"
